,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Pred,Proba,Decile
762,0,161,0,0,0.0,1,189.6,78,55.0,13.37,1.3,0,0.004055464,5
763,0,33,1,1,4.05,0,186.8,124,94.5,13.05,15.0,0,0.0028644009,4
764,0,120,1,1,3.08,0,153.5,83,75.8,10.96,11.4,0,0.0016386027,3
765,0,113,1,0,0.0,2,187.6,97,50.0,10.41,8.7,0,0.0048741573,5
766,1,122,0,0,0.0,0,230.9,132,60.0,12.16,11.0,0,0.14788699,8
767,0,148,1,1,4.1,2,244.9,150,93.0,5.9,15.2,0,0.0009446807,2
768,0,74,1,0,0.0,3,230.9,93,59.0,11.15,9.7,0,0.010229591,6
769,0,106,1,0,0.26,1,187.1,104,56.6,12.51,11.0,0,0.021117335,7
770,0,179,1,0,0.0,1,170.7,54,46.0,9.56,13.3,0,0.0020257323,3
771,1,149,0,1,2.38,5,126.9,97,59.8,8.35,8.8,1,0.99372005,9
772,0,77,1,0,0.0,0,189.5,112,50.0,10.35,9.2,0,0.0026562978,4
773,1,127,0,0,0.0,1,176.9,110,45.0,8.4,7.7,0,0.09279542,8
774,0,80,1,0,0.0,1,161.1,99,45.0,9.94,10.6,0,0.0035850347,4
775,0,106,1,0,0.0,1,169.4,107,46.0,9.86,10.7,0,0.028617335,7
776,0,61,1,1,2.84,0,254.4,133,85.4,8.09,10.5,0,0.0016557919,3
777,0,135,0,1,1.57,2,127.7,54,55.7,10.75,5.8,0,0.010232276,6
778,0,115,1,1,3.67,6,170.5,107,84.7,10.86,13.6,0,0.36082214,8
779,0,167,0,0,0.0,2,219.1,100,58.0,12.15,10.1,0,0.0063998993,6
780,0,107,0,0,0.0,2,273.5,104,63.0,9.19,11.0,1,0.9593419,9
781,0,112,0,0,0.0,1,161.9,138,45.0,10.05,10.7,0,0.034973096,7
782,0,35,1,1,2.54,1,241.7,87,79.4,7.1,9.4,0,0.00047339112,1
783,0,103,0,0,0.38,3,62.8,124,29.8,8.52,9.4,0,0.0037091484,4
784,0,107,1,1,3.02,1,281.1,83,90.2,7.19,11.2,0,0.00019128772,0
785,0,69,1,0,0.0,3,228.2,70,62.0,13.19,10.7,0,0.26137757,8
786,0,85,1,0,0.0,0,209.8,82,53.0,9.73,11.3,0,0.0020728894,3
787,1,24,1,0,0.0,2,265.6,86,63.0,10.44,11.1,1,0.700674,8
788,0,90,1,0,0.0,2,214.9,97,47.0,5.89,11.8,0,0.00016613427,0
789,0,137,1,0,0.0,3,110.5,79,38.0,11.16,10.5,0,0.033109423,7
790,0,92,0,1,2.03,0,281.1,88,85.3,9.9,7.5,0,0.03614103,7
791,0,38,1,0,0.0,2,137.8,86,48.0,14.32,14.1,0,0.00089386414,2
792,1,69,0,1,2.21,1,271.5,98,90.1,12.67,8.2,1,0.95743227,9
793,0,45,1,0,0.0,2,112.8,108,38.0,10.94,9.0,0,0.007899537,6
794,0,73,1,0,0.0,1,187.3,118,53.0,11.99,15.1,0,0.0030269038,4
795,0,92,1,0,0.0,1,197.0,84,57.0,13.47,10.8,0,0.01661303,7
796,0,113,1,1,2.27,1,180.4,89,64.7,6.47,8.4,0,0.00044163605,1
797,1,68,0,0,0.0,1,148.5,126,44.0,10.97,14.5,1,0.9821842,9
798,0,135,1,1,3.94,2,197.1,113,95.4,12.97,14.6,0,0.002192615,3
799,0,100,1,1,4.29,1,153.7,115,80.9,6.89,15.9,0,0.0028564946,4
800,0,96,1,1,3.05,1,261.3,96,94.5,11.05,11.3,0,0.001429303,2
801,0,108,1,0,0.0,1,246.2,102,60.0,10.12,9.4,0,0.025985934,7
802,0,84,1,0,0.0,0,191.0,88,60.0,15.94,6.5,0,0.0018694771,3
803,0,134,1,0,0.35,1,208.3,86,60.5,12.68,12.6,0,0.0021355757,3
804,0,72,1,0,0.0,0,253.0,73,62.0,10.97,9.8,0,0.496991,8
805,0,83,1,0,0.0,0,202.3,87,52.0,10.08,6.8,0,0.0015015869,3
806,0,137,1,0,0.0,0,174.4,120,43.0,7.82,10.2,0,0.0035228007,4
807,0,56,1,1,3.27,1,127.1,89,69.7,8.61,12.1,0,0.00015485311,0
808,0,61,0,1,3.05,0,143.5,76,76.5,12.13,11.3,0,0.0055788937,5
809,0,171,1,1,1.57,1,186.9,94,68.7,12.0,5.8,0,0.0028748699,4
810,0,123,1,0,0.0,1,194.0,118,54.0,12.1,12.1,0,0.001391576,2
811,0,58,1,0,0.19,0,234.8,89,50.9,5.34,9.9,0,0.0041679023,5
812,0,156,1,0,0.0,1,123.7,96,30.0,5.15,13.1,0,0.00025222712,0
813,0,166,1,0,0.0,0,173.9,103,54.0,13.82,15.3,0,0.07591326,8
814,0,75,1,1,3.35,1,130.9,115,73.5,10.17,12.4,0,0.002896186,4
815,1,75,1,0,0.0,2,314.6,102,68.0,8.49,5.7,1,0.9749894,9
816,0,83,1,0,0.0,1,227.9,78,57.0,10.38,12.1,0,0.021404732,7
817,0,243,1,0,0.0,2,95.5,92,31.0,8.19,6.6,0,0.0018966412,3
818,0,153,1,0,0.0,1,185.3,127,50.0,10.4,15.1,0,0.0032141965,4
819,0,150,1,0,0.26,1,146.3,133,45.6,10.14,13.1,0,0.002005554,3
820,0,92,1,1,3.43,2,184.0,99,72.3,3.82,12.7,0,0.00022543676,0
821,0,80,1,0,0.0,0,105.8,110,22.0,2.2,13.1,0,0.00045398236,1
822,0,134,1,0,0.31,1,178.0,110,47.1,7.69,11.7,0,0.00046116186,1
823,0,77,1,1,2.73,1,149.4,74,63.3,6.2,10.1,0,0.0019787853,3
824,0,147,1,0,0.0,2,209.4,104,47.0,6.63,11.3,0,0.00048722254,1
825,0,74,1,0,0.0,1,172.1,105,48.0,10.59,11.6,0,0.003636728,4
826,0,138,0,0,0.0,1,169.3,82,48.0,10.9,9.4,0,0.011693533,6
827,0,143,1,0,0.42,0,119.1,117,49.2,14.39,12.2,0,0.0013014241,2
828,0,64,1,0,0.0,2,194.2,147,48.0,8.67,5.5,0,0.00082332053,2
829,0,120,1,0,0.0,2,198.8,56,54.0,11.51,9.9,0,0.0032243412,4
830,1,121,0,0,0.0,3,167.7,94,37.0,4.69,13.4,1,0.9888432,9
831,0,88,1,0,0.0,2,202.2,86,53.0,10.84,11.8,0,0.0015553153,3
832,1,87,1,0,0.0,2,322.5,106,73.0,10.23,9.4,1,0.99900323,9
833,0,100,1,0,0.3,0,216.2,107,59.0,10.78,10.2,0,0.016798802,7
834,0,104,1,0,0.0,3,76.4,116,23.0,5.78,9.4,0,0.00063509285,1
835,0,27,1,0,0.0,1,72.7,75,31.0,10.43,9.9,0,0.004926156,5
836,0,81,1,1,2.62,0,210.4,100,81.2,11.28,9.7,0,0.0007600884,1
837,0,64,0,1,2.19,0,127.2,93,57.9,8.15,8.1,0,0.004305504,5
838,0,107,1,1,3.21,1,201.8,79,93.1,15.25,11.9,0,0.0030815236,4
839,0,88,1,1,4.35,1,219.5,78,100.5,11.11,16.1,0,0.0010267387,2
840,0,111,1,0,0.0,3,99.3,112,40.0,13.53,9.0,0,0.006334436,5
841,0,77,1,0,0.0,5,239.2,114,54.0,7.5,10.3,0,0.026773212,7
842,0,67,0,0,0.0,2,120.9,58,41.0,11.75,11.4,0,0.019052584,7
843,0,102,1,0,0.0,1,224.7,81,50.0,6.47,15.8,0,0.0048168837,5
844,0,146,1,1,3.94,1,176.6,88,83.4,8.14,14.6,0,0.010083036,6
845,0,144,1,1,2.7,1,283.9,98,92.0,9.6,10.0,0,0.0009765718,2
846,1,96,1,0,0.0,1,180.6,92,47.0,9.55,10.3,1,0.76620334,8
847,0,70,1,1,2.78,1,125.9,101,66.8,9.82,10.3,0,0.0015501715,3
848,0,149,1,0,0.0,0,237.6,79,57.0,9.62,9.1,0,0.007452424,6
849,0,129,1,0,0.0,2,198.4,91,57.0,13.24,9.2,0,0.019868078,7
850,0,166,1,0,0.0,0,274.3,110,52.0,2.65,10.9,0,0.1620729,8
851,1,136,0,0,0.0,3,199.6,89,52.0,10.57,11.0,1,0.86570626,8
852,0,149,1,0,0.0,3,217.7,91,61.0,13.68,9.6,0,0.048277996,8
853,0,70,1,0,0.0,3,134.7,96,43.0,11.8,7.6,0,0.00060959364,1
854,0,120,1,1,2.62,2,212.7,73,85.2,12.88,9.7,0,0.00076375616,1
855,0,66,1,0,0.0,2,256.3,135,59.0,9.01,6.2,0,0.0037053179,4
856,0,104,1,0,0.27,1,183.6,133,44.7,6.04,12.7,0,0.0019088719,3
857,0,160,1,0,0.0,1,176.2,90,47.0,9.8,9.2,0,0.0019557506,3
858,0,129,1,1,3.16,1,205.0,94,80.6,8.27,11.7,0,0.00052304554,1
859,1,93,1,0,0.0,3,267.9,114,65.0,11.15,11.3,1,0.9654719,9
860,0,169,1,0,0.0,2,179.2,111,46.0,8.76,9.9,0,0.0025437144,4
861,0,58,1,0,0.0,1,149.4,145,43.0,9.83,14.9,0,0.0016684891,3
862,0,75,1,1,3.54,3,163.6,132,76.4,7.34,13.1,0,0.006309131,5
863,0,45,1,0,0.0,1,207.6,71,49.0,7.64,12.4,0,0.00010539559,0
864,0,155,1,0,0.0,3,165.4,108,44.0,9.19,8.9,0,0.006161828,5
865,0,52,1,0,0.0,4,209.8,114,51.0,8.57,9.9,0,0.0018668834,3
866,0,119,1,1,3.0,0,220.1,128,91.0,13.41,11.1,0,0.0014950687,3
867,0,86,1,0,0.0,1,141.3,72,38.0,7.72,8.2,0,0.00053115614,1
868,0,42,1,0,0.0,0,196.5,89,54.0,12.07,4.0,0,6.29931e-05,0
869,0,127,0,0,0.26,2,180.9,114,51.6,10.48,7.4,0,0.004744774,5
870,0,123,1,0,0.0,0,105.0,150,40.0,12.58,14.9,0,0.019776791,7
871,1,98,1,0,0.0,4,271.4,119,63.0,9.52,11.1,0,0.4653017,8
872,0,149,1,1,2.94,1,206.7,79,79.4,8.73,10.9,0,0.00058416446,1
873,0,160,1,0,0.18,1,166.8,109,50.8,11.8,9.3,0,0.005525019,5
874,0,103,1,0,0.0,5,204.9,107,47.0,6.76,10.4,0,0.07159432,8
875,0,132,1,1,2.46,1,154.6,128,72.6,12.28,9.1,0,0.00080786995,2
876,0,137,1,0,0.0,1,127.0,107,50.0,16.16,7.5,0,0.0040925937,5
877,0,129,0,0,0.0,1,267.4,78,63.0,10.21,5.9,1,0.74636257,8
878,0,62,1,0,0.0,1,281.0,66,62.0,8.03,0.0,0,0.010572479,6
879,0,122,1,1,3.19,4,270.8,96,96.9,11.02,11.8,0,0.018706277,7
880,0,32,1,0,0.0,1,171.2,82,45.0,9.28,10.2,0,0.0073328447,6
881,0,86,1,0,0.0,3,124.1,82,39.0,10.13,6.7,0,0.00250556,4
882,0,130,1,0,0.35,1,162.8,113,56.5,14.52,7.2,0,0.0043907478,5
883,0,42,1,0,0.0,1,146.3,84,47.0,12.8,8.0,0,0.00033605983,0
884,0,73,1,0,0.0,2,254.8,85,56.0,7.17,15.0,0,0.0024616532,4
885,0,66,1,1,1.46,2,254.9,108,78.6,12.16,5.4,0,0.34481356,8
886,0,103,1,1,2.4,0,107.7,124,59.0,9.45,8.9,0,0.0009913335,2
887,0,128,1,0,0.0,1,158.8,75,50.0,13.24,7.6,0,0.00029976835,0
888,0,104,1,0,0.23,2,182.9,113,54.3,11.98,5.5,0,0.00030242105,0
889,0,103,1,0,0.0,0,198.5,112,38.0,2.13,12.4,0,0.0021945606,3
890,0,124,1,0,0.0,0,178.4,72,51.0,11.68,12.0,0,0.00060858676,1
891,0,87,1,0,0.0,1,110.9,91,33.0,7.93,6.2,0,0.0015977102,3
892,1,109,1,1,3.32,1,166.9,85,81.2,11.06,12.3,1,0.8470845,8
893,0,167,0,0,0.0,2,244.8,91,47.0,3.04,10.7,0,0.09185129,8
894,1,97,1,0,0.0,4,120.8,96,35.0,8.49,11.9,1,0.9985227,9
895,0,106,1,0,0.25,2,165.3,118,48.5,10.5,8.5,0,0.0044318186,5
896,0,125,1,0,0.0,2,126.7,113,35.0,7.78,14.4,0,0.00637239,5
897,0,108,1,1,4.19,0,215.9,106,95.9,10.03,15.5,0,0.0024296446,4
898,0,125,1,0,0.3,1,140.1,132,45.0,10.48,8.0,0,0.009838919,6
899,0,89,1,1,2.35,1,209.9,113,80.5,12.49,8.7,0,0.00371165,4
900,0,72,0,1,1.49,0,139.8,114,50.9,6.91,5.5,0,0.026811974,7
901,1,23,1,0,0.0,2,321.6,107,77.0,12.58,11.3,1,0.99855393,9
902,0,149,1,0,0.0,7,166.6,61,47.0,10.94,8.2,1,0.62642485,8
903,0,73,1,0,0.0,0,214.2,90,54.0,9.84,5.9,0,0.00434763,5
904,1,61,1,0,0.0,1,260.0,123,63.0,10.53,9.0,1,0.9605081,9
905,1,161,1,0,0.16,4,191.9,113,40.6,3.55,13.4,1,0.7658042,8
906,0,73,1,0,0.0,0,213.0,95,53.0,9.44,13.5,0,0.017070837,7
907,0,118,1,1,4.56,1,118.1,83,75.6,5.48,16.9,0,0.0043433923,5
908,0,23,1,0,0.0,6,190.2,89,47.0,8.32,15.0,0,0.0029773929,4
909,0,127,1,1,1.38,0,82.2,95,41.8,8.17,5.1,0,0.0014138651,2
910,0,42,1,1,2.19,0,163.8,80,64.9,8.89,8.1,0,0.0006569073,1
911,1,118,1,0,0.0,5,267.8,145,73.0,15.82,14.4,1,0.9957878,9
912,0,45,1,0,0.0,2,159.8,91,38.0,6.02,10.6,0,0.00042617111,0
913,0,50,1,1,2.86,1,214.3,129,90.6,14.49,10.6,0,0.0008960711,2
914,1,179,1,0,0.0,0,287.3,123,74.0,14.4,10.5,1,0.9995616,9
915,0,152,1,0,0.22,2,101.2,122,32.2,7.08,7.5,0,0.00036821596,0
916,0,105,1,0,0.0,2,102.8,74,42.0,14.09,13.2,0,0.003324252,4
917,0,72,1,0,0.0,0,109.1,97,29.0,5.79,8.3,0,0.0017300351,3
918,0,52,1,0,0.0,1,215.9,67,56.0,10.85,5.2,0,0.0008788401,2
919,0,125,1,0,0.0,1,203.4,110,46.0,6.44,11.0,0,0.0021843757,3
920,0,143,1,0,0.29,1,110.1,113,36.9,8.45,9.2,0,0.016822202,7
921,0,65,1,0,0.0,1,111.0,51,38.0,10.99,4.4,0,0.004447288,5
922,0,80,1,0,0.0,1,239.9,121,53.0,7.12,9.3,0,0.0040339776,5
923,0,1,1,0,0.0,1,144.8,107,35.0,5.63,13.8,0,7.258639e-05,0
924,0,60,1,0,0.0,1,135.4,134,41.0,10.3,7.9,0,0.0031772223,4
925,0,43,1,0,0.0,1,84.2,134,22.0,4.04,10.8,0,0.00067258324,1
926,0,143,1,0,0.0,0,209.1,127,45.0,5.31,14.0,0,0.0010720243,2
927,0,81,1,1,3.08,0,130.1,117,69.8,9.8,11.4,0,0.0005265233,1
928,0,205,1,1,2.11,2,175.8,139,65.1,7.75,7.8,0,0.0018627644,3
929,0,24,1,0,0.0,1,241.9,104,54.0,7.26,6.6,0,0.000354206,0
930,0,74,1,0,0.0,0,136.7,106,43.0,11.43,9.8,0,0.004873408,5
931,0,77,1,0,0.0,1,67.7,68,29.0,9.79,12.0,0,0.00052817725,1
932,0,74,1,0,0.0,1,200.4,87,61.0,15.46,10.0,0,0.070259854,8
933,1,74,0,0,0.0,1,125.8,103,40.0,10.39,14.1,1,0.9845598,9
934,0,200,1,0,0.0,1,128.2,87,34.0,6.66,11.2,0,0.00024127144,0
935,0,86,1,0,0.0,4,226.3,88,58.0,11.15,13.0,0,0.0012797377,2
936,0,91,1,1,2.48,0,162.3,107,72.8,11.7,9.2,0,0.00024195077,0
937,0,76,1,0,0.0,2,224.4,121,51.0,7.4,6.7,0,0.001205155,2
938,0,130,1,0,0.0,1,120.5,127,37.0,9.49,14.3,0,0.06052584,8
939,0,56,1,0,0.32,2,91.1,90,34.2,8.97,11.9,0,0.0030486756,4
940,0,117,1,0,0.0,0,168.8,137,50.0,12.07,15.5,0,0.007890182,6
941,0,63,1,0,0.36,2,153.5,81,54.6,14.37,6.5,0,0.0009871926,2
942,0,126,1,0,0.0,0,226.2,88,51.0,7.02,6.4,0,0.041784093,8
943,0,132,1,0,0.31,1,191.9,107,54.1,10.35,12.6,0,0.00025333167,0
944,1,81,1,1,2.48,4,167.9,147,69.8,9.54,9.2,0,0.24851424,8
945,0,122,1,0,0.0,2,180.0,88,43.0,7.25,11.5,0,0.00142511,2
946,1,46,1,0,0.0,2,257.4,67,66.0,13.06,13.4,1,0.96596444,9
947,0,150,1,1,2.97,1,174.4,75,74.7,8.5,11.0,0,0.024032239,7
948,0,99,1,0,0.0,1,159.7,83,41.0,7.77,8.4,0,0.0019196997,3
949,0,87,1,0,0.0,1,237.2,124,60.0,11.13,11.0,0,0.016154373,7
950,0,108,1,0,0.0,1,103.0,129,39.0,12.12,7.9,0,0.0046371226,5
951,0,101,1,0,0.0,4,153.8,89,47.0,11.7,11.6,1,0.66876537,8
952,0,53,1,0,0.22,3,205.1,86,51.2,8.03,10.7,0,0.00025910983,0
953,0,132,1,1,2.32,2,175.7,93,69.2,9.36,8.6,0,0.00066320825,1
954,0,158,1,0,0.0,2,155.9,123,46.0,11.21,8.6,0,0.008671431,6
955,0,114,1,1,2.78,0,154.4,109,73.8,11.07,10.3,0,0.0009400429,2
956,0,77,1,1,1.92,2,209.7,73,71.2,9.18,7.1,0,0.0032873405,4
957,0,144,0,0,0.27,0,150.0,69,52.7,14.3,9.4,0,0.18975279,8
958,0,91,1,1,3.32,3,232.4,97,89.2,9.3,12.3,0,0.00033864562,0
959,0,58,1,0,0.0,2,165.4,100,38.0,5.79,12.8,0,0.00017676318,0
960,0,5,1,0,0.0,3,199.2,106,50.0,9.37,13.3,0,0.000766467,1
961,0,97,1,0,0.29,0,217.6,81,67.9,16.03,4.2,0,0.041271865,8
962,0,107,1,0,0.47,3,212.1,95,53.7,7.51,7.7,0,0.000792671,1
963,0,142,1,1,2.92,1,154.0,75,70.2,8.29,10.8,0,0.0015187366,3
964,0,9,1,1,3.59,1,193.8,130,86.9,10.13,13.3,0,0.0039139143,5
965,0,73,1,0,0.0,0,175.4,130,51.0,12.41,12.2,0,0.012741834,6
966,1,48,1,1,4.24,2,152.0,63,90.4,12.94,15.7,1,0.824437,8
967,0,43,1,0,0.36,0,230.2,147,58.6,9.34,9.2,0,0.0026748306,4
968,1,122,1,1,3.65,1,174.9,103,87.5,12.41,13.5,1,0.84769815,8
969,0,93,1,0,0.42,0,190.2,68,59.2,13.11,8.8,0,0.00047957257,1
970,0,85,1,0,0.0,1,176.4,122,50.0,11.25,11.5,0,0.0028444189,4
971,0,59,1,0,0.28,3,160.9,95,51.8,12.56,5.0,0,0.0006206764,1
972,0,87,1,0,0.29,1,228.7,90,55.9,8.15,11.8,0,0.0005924942,1
973,0,137,1,0,0.26,0,144.0,90,42.6,9.08,12.3,0,0.001161323,2
974,0,21,1,1,2.57,6,135.9,90,72.7,13.55,9.5,1,0.88151115,8
975,1,129,1,0,0.0,0,334.3,118,74.0,9.61,10.4,1,0.9975674,9
976,0,104,1,0,0.0,0,130.5,77,34.0,6.56,13.0,0,0.00059276726,1
977,1,93,1,1,3.19,4,134.2,105,68.9,8.13,11.8,1,0.9733593,9
978,1,63,1,0,0.0,4,278.0,102,70.0,13.32,13.1,1,0.9900698,9
979,0,161,1,0,0.0,0,105.4,70,37.0,10.74,7.8,0,0.001276612,2
980,0,50,1,0,0.0,3,188.9,94,50.0,10.2,11.6,0,0.001870823,3
981,0,103,1,1,1.86,1,111.8,85,58.6,11.98,6.9,0,0.0013629262,2
982,0,84,1,1,3.51,1,159.1,106,75.1,7.49,13.0,0,2.9741359e-05,0
983,0,92,1,0,0.29,1,212.4,105,58.9,11.23,9.0,0,0.001013375,2
984,0,77,1,0,0.0,1,142.3,112,51.0,15.32,9.9,0,0.0033630305,4
985,1,64,0,0,0.0,1,346.8,55,81.0,12.48,13.3,1,0.99907494,9
986,0,159,1,1,3.19,1,113.9,102,63.9,7.27,11.8,0,0.00027162605,0
987,1,110,0,1,2.24,1,267.9,103,90.4,13.17,8.3,1,0.96520096,9
988,0,138,1,0,0.28,3,171.4,117,41.8,5.76,17.0,0,0.0024470089,4
989,0,178,1,0,0.0,1,275.4,150,63.0,9.38,13.6,0,0.15844977,8
990,0,38,1,1,1.05,0,197.2,118,65.5,12.5,3.9,0,0.0023951272,4
991,0,50,1,1,2.13,2,192.6,97,66.3,6.76,7.9,0,0.002391259,4
992,0,45,1,1,2.08,1,91.7,104,49.8,7.53,7.7,0,0.00013030514,0
993,0,70,1,0,0.17,0,126.3,99,35.7,7.08,9.6,0,0.00030019076,0
994,0,147,1,1,2.81,3,251.5,107,91.1,11.71,10.4,0,0.0008010162,2
995,0,94,1,0,0.0,1,190.6,108,46.0,7.62,7.5,0,0.0005427064,1
996,0,179,1,0,0.0,0,116.1,101,37.0,10.09,11.6,0,0.008803633,6
997,0,116,1,0,0.23,2,217.3,91,58.3,10.81,11.3,0,0.001255427,2
998,0,59,1,0,0.0,0,179.4,80,51.0,11.63,14.7,0,0.0007570916,1
999,0,165,1,0,0.0,0,207.7,109,50.0,8.24,7.9,0,0.0063887904,6
1000,1,133,1,0,0.0,2,277.3,138,67.0,11.42,12.8,1,0.97400576,9
1001,0,140,1,0,0.0,1,125.3,84,36.0,8.38,8.4,0,0.007889081,6
1002,0,93,1,1,1.84,2,138.1,91,56.4,8.37,6.8,0,0.0014333827,2
1003,0,52,1,1,2.21,0,169.3,88,70.1,11.3,8.2,0,0.006210073,5
1004,0,64,1,1,3.32,1,201.3,101,80.2,7.19,12.3,0,9.516912e-05,0
1005,0,12,0,0,0.0,2,216.7,117,47.0,5.83,9.8,0,0.0050463355,5
1006,0,48,1,0,0.0,2,190.4,92,60.0,15.88,8.3,0,0.004131368,5
1007,0,181,1,0,0.0,1,143.3,91,41.0,9.78,6.0,0,0.00039665005,0
1008,0,168,1,1,3.08,2,97.4,57,64.8,10.18,11.4,0,0.0045034816,5
1009,0,155,1,0,0.0,3,181.4,111,46.0,8.39,11.3,0,0.0046067247,5
1010,0,105,1,0,0.0,0,246.4,83,64.0,12.81,3.8,0,0.035664886,7
1011,0,11,1,0,0.0,2,143.4,130,49.0,14.47,9.7,0,0.00092773006,2
1012,0,182,1,0,0.36,2,104.9,111,38.6,9.93,8.0,0,0.001410961,2
1013,0,104,1,0,0.0,1,156.2,93,43.0,9.65,13.1,0,0.004035572,5
1014,0,102,1,0,0.0,0,114.8,125,27.0,4.1,12.0,0,0.0025147565,4
1015,0,122,1,0,0.0,0,232.5,96,57.0,10.28,11.9,0,0.011017399,6
1016,0,41,1,0,0.0,1,143.6,117,38.0,7.62,8.6,0,0.00020584287,0
1017,0,132,1,0,0.0,2,176.7,132,51.0,12.21,9.1,0,0.0026035456,4
1018,1,76,1,0,0.0,1,263.4,148,65.0,11.52,11.4,1,0.94046265,9
1019,0,13,1,0,0.0,1,146.4,74,38.0,7.43,11.3,0,7.439267e-05,0
1020,0,115,1,1,3.83,2,145.0,72,80.3,9.73,14.2,0,0.002325363,4
1021,0,67,1,0,0.42,1,167.8,91,47.2,8.39,8.4,0,0.0006383203,1
1022,0,154,1,0,0.0,0,166.9,99,42.0,7.75,7.2,0,0.0007069777,1
1023,0,100,1,0,0.0,2,142.5,87,41.0,9.79,7.8,0,0.0016910535,3
1024,0,146,0,0,0.0,1,133.0,65,45.0,13.14,11.2,0,0.012394876,6
1025,0,148,1,1,3.32,1,252.9,129,101.2,14.22,12.3,0,0.011878801,6
1026,0,67,1,1,2.7,2,95.0,94,68.0,14.56,10.0,0,0.008429625,6
1027,1,161,0,0,0.0,1,194.2,106,55.0,12.47,12.9,0,0.12032205,8
1028,0,70,1,0,0.0,1,222.8,114,57.0,10.8,0.0,0,0.0009057278,2
1029,0,116,1,0,0.0,0,201.8,82,54.0,11.58,16.5,0,0.0022936806,3
1030,1,99,1,1,2.51,2,216.0,125,82.1,11.62,9.3,0,0.00057378697,1
1031,0,87,1,0,0.29,1,146.3,108,42.9,8.59,5.3,0,0.00019843115,0
1032,0,87,1,0,0.32,1,234.8,85,55.2,7.05,9.5,0,0.018301144,7
1033,0,70,1,0,0.0,2,198.6,111,52.0,10.7,10.6,0,0.0038926494,5
1034,0,131,1,0,0.0,2,94.4,80,35.0,10.76,13.1,0,0.037732188,7
1035,0,119,1,0,0.18,2,190.4,74,52.8,10.78,10.0,0,0.00068919564,1
1036,0,119,1,1,3.24,3,142.6,77,74.4,10.41,12.0,0,0.0015796031,3
1037,0,87,0,0,0.0,0,134.2,80,37.0,8.25,10.7,0,0.029599994,7
1038,1,112,1,0,0.0,5,111.9,92,29.0,5.7,14.1,1,0.9952998,9
1039,0,75,1,0,0.0,2,122.8,89,39.0,10.57,10.7,0,0.018111551,7
1040,0,150,1,0,0.0,4,189.3,77,51.0,11.05,9.2,0,0.010226038,6
1041,0,161,1,1,4.35,0,240.4,112,102.5,10.09,16.1,0,0.0020507348,3
1042,0,91,0,1,2.67,0,93.5,112,58.7,9.17,9.9,0,0.06156337,8
1043,0,124,1,0,0.0,3,158.6,104,45.0,10.56,10.2,0,0.0291829,7
1044,0,94,0,0,0.0,4,243.2,109,54.0,7.35,7.2,1,0.7097374,8
1045,0,217,1,0,0.0,4,176.4,115,44.0,7.94,9.3,1,0.86267644,8
1046,0,158,1,0,0.31,0,220.9,129,62.1,12.11,6.4,0,0.043858983,8
1047,0,102,1,0,0.33,0,144.4,87,51.3,13.33,7.1,0,0.0012363861,2
1048,0,85,1,0,0.0,0,212.3,107,56.0,11.42,7.7,0,0.002511731,4
1049,0,79,1,0,0.0,1,147.0,72,40.0,8.29,8.4,0,0.0002892739,0
1050,0,139,1,1,3.48,2,96.2,112,66.8,8.95,12.9,0,0.000740404,1
1051,0,103,1,0,0.0,0,263.4,118,60.0,8.96,10.3,0,0.014380368,7
1052,0,98,0,0,0.0,1,12.5,67,24.0,12.83,7.7,0,0.15468687,8
1053,0,78,1,0,0.21,2,162.3,116,46.1,9.62,10.1,0,0.0025618772,4
1054,0,50,1,0,0.0,1,183.6,107,37.0,2.93,8.7,0,0.00039900956,0
1055,0,161,1,0,0.0,1,178.1,109,43.0,7.33,8.5,0,0.00080343225,2
1056,0,67,1,0,0.0,0,201.4,101,43.0,4.88,7.0,0,0.0006762645,1
1057,0,86,1,1,3.59,1,123.0,158,68.9,6.7,13.3,0,0.0013225015,2
1058,0,92,1,0,0.0,0,208.0,125,53.0,9.95,8.6,0,0.0011867305,2
1059,0,174,1,0,0.29,1,239.2,72,59.9,9.43,8.8,0,0.00029519232,0
1060,0,124,1,0,0.0,1,193.0,97,41.0,4.49,15.3,0,0.0004472389,1
1061,0,132,1,1,2.78,1,174.5,101,78.8,12.28,10.3,0,0.020034224,7
1062,0,190,1,1,2.67,1,116.7,71,59.7,7.3,9.9,0,0.0002199475,0
1063,0,101,1,0,0.0,1,93.8,127,29.0,7.5,10.7,0,0.0006340623,1
1064,0,185,0,1,3.48,2,154.1,114,71.8,5.94,12.9,0,0.03803791,7
1065,0,68,1,1,2.67,0,239.5,82,85.7,10.19,9.9,0,0.004909322,5
1066,0,117,1,1,3.19,0,216.0,140,87.9,11.21,11.8,0,0.00097022334,2
1067,0,118,1,0,0.32,1,187.4,97,50.2,8.89,12.2,0,0.00045972795,1
1068,0,124,1,0,0.21,0,167.4,119,51.1,11.66,10.3,0,0.015435555,7
1069,0,22,1,0,0.0,1,160.4,108,46.0,10.91,12.5,0,0.0005119313,1
1070,0,75,1,0,0.0,1,143.2,92,43.0,10.46,11.9,0,0.005671185,5
1071,0,134,1,0,0.0,1,205.3,122,56.0,12.03,5.0,0,0.0022995127,3
